 -46 -80   6.744  11.423 0 0 0
 -45 -80   6.548  11.471 0 0 0
 -44 -80   6.350  11.516 0 0 0
 -43 -80   6.152  11.557 0 0 0
 -42 -80   5.953  11.595 0 0 0
 -41 -80   5.753  11.629 0 0 0
 -40 -80   5.554  11.659 0 0 0
 -39 -80   5.353  11.686 0 0 0
 -38 -80   5.151  11.711 0 0 0
 -37 -80   4.951  11.730 0 0 0
 -36 -80   4.749  11.747 0 0 0
 -35 -80   4.546  11.760 0 0 0
 -34 -80   4.345  11.769 0 0 0
 -33 -80   4.142  11.774 0 0 0
 -32 -80   3.940  11.776 0 0 0
 -31 -80   3.737  11.775 0 0 0
 -30 -80   3.535  11.770 0 0 0
 -29 -80   3.333  11.761 0 0 0
 -28 -80   3.131  11.749 0 0 0
 -27 -80   2.929  11.733 0 0 0
 -26 -80   2.727  11.714 0 0 0
 -25 -80   2.526  11.691 0 0 0
 -24 -80   2.325  11.664 0 0 0
 -23 -80   2.125  11.634 0 0 0
 -22 -80   1.925  11.601 0 0 0
 -21 -80   1.727  11.563 0 0 0
 -20 -80   1.528  11.522 0 0 0
 -19 -80   1.330  11.479 0 0 0
 -18 -80   1.133  11.431 0 0 0
 -17 -80   0.937  11.379 0 0 0
 -16 -80   0.742  11.324 0 0 0
 -15 -80   0.548  11.266 0 0 0
 -14 -80   0.355  11.205 0 0 0
 -13 -80   0.163  11.140 0 0 0
 -12 -80  -0.028  11.072 0 0 0
 -11 -80  -0.218  11.000 0 0 0
 -10 -80  -0.406  10.925 0 0 0
  -9 -80  -0.593  10.846 0 0 0
  -8 -80  -0.779  10.764 0 0 0
  -7 -80  -0.963  10.680 0 0 0
  -6 -80  -1.146  10.591 0 0 0
  -5 -80  -1.327  10.500 0 0 0
  -4 -80  -1.507  10.406 0 0 0
  -3 -80  -1.685  10.307 0 0 0
  -2 -80  -1.862  10.206 0 0 0
  -1 -80  -2.036  10.102 0 0 0
   0 -80  -2.209   9.995 0 0 0
   1 -80  -2.380   9.885 0 0 0
   2 -80  -2.549   9.772 0 0 0
   3 -80  -2.716   9.655 0 0 0
   4 -80  -2.881   9.536 0 0 0
   5 -80  -3.043   9.414 0 0 0
   6 -80  -3.204   9.290 0 0 0
   7 -80  -3.363   9.162 0 0 0
   8 -80  -3.519   9.032 0 0 0
   9 -80  -3.673   8.898 0 0 0
  10 -80  -3.824   8.762 0 0 0
  11 -80  -3.974   8.624 0 0 0
  12 -80  -4.121   8.482 0 0 0
  13 -80  -4.266   8.339 0 0 0
  14 -80  -4.408   8.192 0 0 0
  15 -80  -4.547   8.043 0 0 0
  16 -80  -4.684   7.892 0 0 0
  17 -80  -4.819   7.738 0 0 0
  18 -80  -4.950   7.582 0 0 0
  19 -80  -5.079   7.423 0 0 0
  20 -80  -5.205   7.263 0 0 0
  21 -80  -5.329   7.100 0 0 0
  22 -80  -5.450   6.935 0 0 0
  23 -80  -5.568   6.768 0 0 0
  24 -80  -5.682   6.599 0 0 0
  25 -80  -5.794   6.427 0 0 0
  26 -80  -5.903   6.254 0 0 0
  27 -80  -6.009   6.079 0 0 0
  28 -80  -6.112   5.902 0 0 0
  29 -80  -6.212   5.723 0 0 0
  30 -80  -6.309   5.542 0 0 0
  31 -80  -6.403   5.361 0 0 0
  32 -80  -6.493   5.177 0 0 0
  33 -80  -6.580   4.991 0 0 0
  34 -80  -6.664   4.804 0 0 0
  35 -80  -6.746   4.616 0 0 0
  36 -80  -6.824   4.426 0 0 0
  37 -80  -6.898   4.236 0 0 0
  38 -80  -6.969   4.043 0 0 0
  39 -80  -7.036   3.849 0 0 0
  40 -80  -7.102   3.654 0 0 0
  41 -80  -7.162   3.458 0 0 0
  42 -80  -7.221   3.262 0 0 0
  43 -80  -7.275   3.063 0 0 0
  44 -80  -7.326   2.864 0 0 0
  45 -80  -7.373   2.664 0 0 0
  46 -80  -7.417   2.464 0 0 0
  47 -80  -7.458   2.262 0 0 0
  48 -80  -7.495   2.061 0 0 0
  49 -80  -7.528   1.858 0 0 0
  50 -80  -7.558   1.655 0 0 0
  51 -80  -7.585   1.451 0 0 0
  52 -80  -7.608   1.247 0 0 0
  53 -80  -7.628   1.043 0 0 0
  54 -80  -7.644   0.837 0 0 0
  55 -80  -7.657   0.633 0 0 0
  56 -80  -7.666   0.427 0 0 0
  57 -80  -7.671   0.221 0 0 0
  58 -80  -7.674   0.016 0 0 0
  59 -80  -7.672  -0.190 0 0 0
  60 -80  -7.668  -0.395 0 0 0
  61 -80  -7.658  -0.601 0 0 0
  62 -80  -7.646  -0.805 0 0 0
  63 -80  -7.631  -1.010 0 0 0
  64 -80  -7.612  -1.216 0 0 0
  65 -80  -7.589  -1.419 0 0 0
  66 -80  -7.563  -1.623 0 0 0
  67 -80  -7.533  -1.826 0 0 0
  68 -80  -7.501  -2.029 0 0 0
  69 -80  -7.463  -2.232 0 0 0
  70 -80  -7.423  -2.433 0 0 0
  71 -80  -7.380  -2.634 0 0 0
  72 -80  -7.333  -2.834 0 0 0
  73 -80  -7.283  -3.032 0 0 0
  74 -80  -7.228  -3.230 0 0 0
  75 -80  -7.171  -3.428 0 0 0
  76 -80  -7.111  -3.624 0 0 0
  77 -80  -7.047  -3.819 0 0 0
  78 -80  -6.980  -4.013 0 0 0
  79 -80  -6.909  -4.205 0 0 0
  80 -80  -6.835  -4.397 0 0 0
  81 -80  -6.758  -4.587 0 0 0
  82 -80  -6.678  -4.776 0 0 0
  83 -80  -6.594  -4.963 0 0 0
  84 -80  -6.507  -5.149 0 0 0
  85 -80  -6.417  -5.332 0 0 0
  86 -80  -6.323  -5.515 0 0 0
  87 -80  -6.228  -5.695 0 0 0
  88 -80  -6.128  -5.875 0 0 0
  89 -80  -6.025  -6.052 0 0 0
  90 -80  -5.920  -6.227 0 0 0
  91 -80  -5.811  -6.401 0 0 0
  92 -80  -5.700  -6.572 0 0 0
  93 -80  -5.586  -6.742 0 0 0
  94 -80  -5.468  -6.909 0 0 0
  95 -80  -5.348  -7.075 0 0 0
  96 -80  -5.225  -7.238 0 0 0
  97 -80  -5.099  -7.399 0 0 0
  98 -80  -4.971  -7.558 0 0 0
  99 -80  -4.839  -7.714 0 0 0
 100 -80  -4.705  -7.868 0 0 0
 101 -80  -4.569  -8.020 0 0 0
 102 -80  -4.430  -8.169 0 0 0
 103 -80  -4.288  -8.316 0 0 0
 104 -80  -4.144  -8.460 0 0 0
 105 -80  -3.997  -8.602 0 0 0
 106 -80  -3.848  -8.741 0 0 0
 107 -80  -3.697  -8.877 0 0 0
 108 -80  -3.543  -9.011 0 0 0
 109 -80  -3.387  -9.142 0 0 0
 110 -80  -3.229  -9.271 0 0 0
 111 -80  -3.068  -9.396 0 0 0
 112 -80  -2.906  -9.518 0 0 0
 113 -80  -2.741  -9.638 0 0 0
 114 -80  -2.574  -9.754 0 0 0
 115 -80  -2.406  -9.868 0 0 0
 116 -80  -2.235  -9.979 0 0 0
 117 -80  -2.063 -10.087 0 0 0
 118 -80  -1.888 -10.190 0 0 0
 119 -80  -1.712 -10.292 0 0 0
 120 -80  -1.535 -10.390 0 0 0
 121 -80  -1.355 -10.485 0 0 0
 122 -80  -1.175 -10.578 0 0 0
 123 -80  -0.992 -10.667 0 0 0
 124 -80  -0.807 -10.752 0 0 0
 125 -80  -0.623 -10.834 0 0 0
 126 -80  -0.436 -10.913 0 0 0
 127 -80  -0.247 -10.989 0 0 0
 128 -80  -0.058 -11.060 0 0 0
 129 -80   0.133 -11.130 0 0 0
 130 -80   0.325 -11.195 0 0 0
 131 -80   0.518 -11.257 0 0 0
 132 -80   0.712 -11.316 0 0 0
 133 -80   0.907 -11.371 0 0 0
 134 -80   1.103 -11.423 0 0 0
 135 -80   1.300 -11.471 0 0 0
 136 -80   1.497 -11.516 0 0 0
 137 -80   1.696 -11.557 0 0 0
 138 -80   1.894 -11.595 0 0 0
 139 -80   2.094 -11.629 0 0 0
 140 -80   2.295 -11.659 0 0 0
 141 -80   2.495 -11.686 0 0 0
 142 -80   2.696 -11.711 0 0 0
 143 -80   2.898 -11.730 0 0 0
 144 -80   3.100 -11.747 0 0 0
 145 -80   3.301 -11.760 0 0 0
 146 -80   3.504 -11.769 0 0 0
 147 -80   3.706 -11.774 0 0 0
 148 -80   3.909 -11.776 0 0 0
 149 -80   4.110 -11.775 0 0 0
 150 -80   4.313 -11.770 0 0 0
 151 -80   4.515 -11.761 0 0 0
 152 -80   4.718 -11.749 0 0 0
 153 -80   4.919 -11.733 0 0 0
 154 -80   5.121 -11.714 0 0 0
 155 -80   5.322 -11.691 0 0 0
 156 -80   5.522 -11.664 0 0 0
 157 -80   5.723 -11.634 0 0 0
 158 -80   5.922 -11.601 0 0 0
 159 -80   6.122 -11.563 0 0 0
 160 -80   6.319 -11.522 0 0 0
 161 -80   6.517 -11.479 0 0 0
 162 -80   6.714 -11.431 0 0 0
 163 -80   6.910 -11.379 0 0 0
 164 -80   7.105 -11.324 0 0 0
 165 -80   7.300 -11.266 0 0 0
 166 -80   7.493 -11.205 0 0 0
 167 -80   7.685 -11.140 0 0 0
 168 -80   7.875 -11.072 0 0 0
 169 -80   8.065 -11.000 0 0 0
 170 -80   8.253 -10.925 0 0 0
 171 -80   8.441 -10.846 0 0 0
 172 -80   8.626 -10.764 0 0 0
 173 -80   8.811 -10.680 0 0 0
 174 -80   8.994 -10.591 0 0 0
 175 -80   9.176 -10.500 0 0 0
 176 -80   9.354 -10.406 0 0 0
 177 -80   9.533 -10.307 0 0 0
 178 -80   9.709 -10.206 0 0 0
 179 -80   9.884 -10.102 0 0 0
-180 -79  10.424  -9.995 0 0 0
-179 -79  10.595  -9.885 0 0 0
-178 -79  10.763  -9.772 0 0 0
-177 -79  10.929  -9.655 0 0 0
-176 -79  11.093  -9.536 0 0 0
-175 -79  11.256  -9.414 0 0 0
-174 -79  11.416  -9.290 0 0 0
-173 -79  11.575  -9.162 0 0 0
-172 -79  11.730  -9.032 0 0 0
-171 -79  11.884  -8.898 0 0 0
-170 -79  12.035  -8.762 0 0 0
-169 -79  12.184  -8.624 0 0 0
-168 -79  12.331  -8.482 0 0 0
-167 -79  12.475  -8.339 0 0 0
-166 -79  12.616  -8.192 0 0 0
-165 -79  12.755  -8.043 0 0 0
-164 -79  12.892  -7.892 0 0 0
-163 -79  13.026  -7.738 0 0 0
-162 -79  13.157  -7.582 0 0 0
-161 -79  13.285  -7.423 0 0 0
-160 -79  13.411  -7.263 0 0 0
-159 -79  13.534  -7.100 0 0 0
-158 -79  13.655  -6.935 0 0 0
-157 -79  13.772  -6.768 0 0 0
-156 -79  13.886  -6.599 0 0 0
-155 -79  13.999  -6.427 0 0 0
-154 -79  14.107  -6.254 0 0 0
-153 -79  14.212  -6.079 0 0 0
-152 -79  14.316  -5.902 0 0 0
-151 -79  14.415  -5.723 0 0 0
-150 -79  14.512  -5.542 0 0 0
-149 -79  14.605  -5.361 0 0 0
-148 -79  14.695  -5.177 0 0 0
-147 -79  14.782  -4.991 0 0 0
-146 -79  14.866  -4.804 0 0 0
-145 -79  14.946  -4.616 0 0 0
-144 -79  15.025  -4.426 0 0 0
-143 -79  15.099  -4.236 0 0 0
-142 -79  15.169  -4.043 0 0 0
-141 -79  15.237  -3.849 0 0 0
-140 -79  15.301  -3.654 0 0 0
-139 -79  15.362  -3.458 0 0 0
-138 -79  15.420  -3.262 0 0 0
-137 -79  15.474  -3.063 0 0 0
-136 -79  15.525  -2.864 0 0 0
-135 -79  15.572  -2.664 0 0 0
-134 -79  15.616  -2.464 0 0 0
-133 -79  15.657  -2.262 0 0 0
-132 -79  15.694  -2.061 0 0 0
-131 -79  15.727  -1.858 0 0 0
-130 -79  15.757  -1.655 0 0 0
-129 -79  15.784  -1.451 0 0 0
-128 -79  15.807  -1.247 0 0 0
-127 -79  15.826  -1.043 0 0 0
-126 -79  15.842  -0.837 0 0 0
-125 -79  15.855  -0.633 0 0 0
-124 -79  15.864  -0.427 0 0 0
-123 -79  15.870  -0.221 0 0 0
-122 -79  15.871  -0.016 0 0 0
-121 -79  15.870   0.190 0 0 0
-120 -79  15.866   0.395 0 0 0
-119 -79  15.857   0.601 0 0 0
-118 -79  15.845   0.805 0 0 0
-117 -79  15.829   1.010 0 0 0
-116 -79  15.810   1.216 0 0 0
-115 -79  15.787   1.419 0 0 0
-114 -79  15.762   1.623 0 0 0
-113 -79  15.732   1.826 0 0 0
-112 -79  15.699   2.029 0 0 0
-111 -79  15.662   2.232 0 0 0
-110 -79  15.622   2.433 0 0 0
-109 -79  15.579   2.634 0 0 0
-108 -79  15.532   2.834 0 0 0
-107 -79  15.482   3.032 0 0 0
-106 -79  15.428   3.230 0 0 0
-105 -79  15.372   3.428 0 0 0
-104 -79  15.311   3.624 0 0 0
-103 -79  15.247   3.819 0 0 0
-102 -79  15.180   4.013 0 0 0
-101 -79  15.109   4.205 0 0 0
-100 -79  15.035   4.397 0 0 0
 -99 -79  14.959   4.587 0 0 0
 -98 -79  14.878   4.776 0 0 0
 -97 -79  14.795   4.963 0 0 0
 -96 -79  14.709   5.149 0 0 0
 -95 -79  14.619   5.332 0 0 0
 -94 -79  14.526   5.515 0 0 0
 -93 -79  14.429   5.695 0 0 0
 -92 -79  14.331   5.875 0 0 0
 -91 -79  14.228   6.052 0 0 0
 -90 -79  14.123   6.227 0 0 0
 -89 -79  14.016   6.401 0 0 0
 -88 -79  13.904   6.572 0 0 0
 -87 -79  13.790   6.742 0 0 0
 -86 -79  13.673   6.909 0 0 0
 -85 -79  13.553   7.075 0 0 0
 -84 -79  13.431   7.238 0 0 0
 -83 -79  13.305   7.399 0 0 0
 -82 -79  13.177   7.558 0 0 0
 -81 -79  13.046   7.714 0 0 0
 -80 -79  12.913   7.868 0 0 0
 -79 -79  12.776   8.020 0 0 0
 -78 -79  12.638   8.169 0 0 0
 -77 -79  12.497   8.316 0 0 0
 -76 -79  12.353   8.460 0 0 0
 -75 -79  12.207   8.602 0 0 0
 -74 -79  12.059   8.741 0 0 0
 -73 -79  11.908   8.877 0 0 0
 -72 -79  11.754   9.011 0 0 0
 -71 -79  11.598   9.142 0 0 0
 -70 -79  11.441   9.271 0 0 0
 -69 -79  11.281   9.396 0 0 0
 -68 -79  11.119   9.518 0 0 0
 -67 -79  10.955   9.638 0 0 0
 -66 -79  10.788   9.754 0 0 0
 -65 -79  10.621   9.868 0 0 0
 -64 -79  10.451   9.979 0 0 0
 -63 -79  10.279  10.087 0 0 0
 -62 -79  10.105  10.190 0 0 0
 -61 -79   9.929  10.292 0 0 0
 -60 -79   9.753  10.390 0 0 0
 -59 -79   9.574  10.485 0 0 0
 -58 -79   9.394  10.578 0 0 0
 -57 -79   9.212  10.667 0 0 0
 -56 -79   9.027  10.752 0 0 0
 -55 -79   8.843  10.834 0 0 0
 -54 -79   8.657  10.913 0 0 0
 -53 -79   8.469  10.989 0 0 0
 -52 -79   8.280  11.060 0 0 0
 -51 -79   8.090  11.130 0 0 0
 -50 -79   7.899  11.195 0 0 0
 -49 -79   7.706  11.257 0 0 0
 -48 -79   7.513  11.316 0 0 0
 -47 -79   7.319  11.371 0 0 0
 -46 -79   7.124  11.423 0 0 0
 -45 -79   6.927  11.471 0 0 0
 -44 -79   6.730  11.516 0 0 0
 -43 -79   6.533  11.557 0 0 0
 -42 -79   6.334  11.595 0 0 0
 -41 -79   6.136  11.629 0 0 0
 -40 -79   5.936  11.659 0 0 0
 -39 -79   5.736  11.686 0 0 0
 -38 -79   5.536  11.711 0 0 0
 -37 -79   5.334  11.730 0 0 0
 -36 -79   5.133  11.747 0 0 0
 -35 -79   4.933  11.760 0 0 0
 -34 -79   4.730  11.769 0 0 0
 -33 -79   4.529  11.774 0 0 0
 -32 -79   4.327  11.776 0 0 0
 -31 -79   4.125  11.775 0 0 0
 -30 -79   3.924  11.770 0 0 0
 -29 -79   3.722  11.761 0 0 0
 -28 -79   3.520  11.749 0 0 0
 -27 -79   3.319  11.733 0 0 0
 -26 -79   3.119  11.714 0 0 0
 -25 -79   2.918  11.691 0 0 0
 -24 -79   2.718  11.664 0 0 0
 -23 -79   2.518  11.634 0 0 0
 -22 -79   2.319  11.601 0 0 0
 -21 -79   2.122  11.563 0 0 0
 -20 -79   1.923  11.522 0 0 0
 -19 -79   1.726  11.479 0 0 0
 -18 -79   1.530  11.431 0 0 0
 -17 -79   1.334  11.379 0 0 0
 -16 -79   1.140  11.324 0 0 0
 -15 -79   0.947  11.266 0 0 0
 -14 -79   0.754  11.205 0 0 0
 -13 -79   0.563  11.140 0 0 0
 -12 -79   0.372  11.072 0 0 0
 -11 -79   0.184  11.000 0 0 0
 -10 -79  -0.004  10.925 0 0 0
  -9 -79  -0.191  10.846 0 0 0
  -8 -79  -0.376  10.764 0 0 0
  -7 -79  -0.559  10.680 0 0 0
  -6 -79  -0.742  10.591 0 0 0
  -5 -79  -0.923  10.500 0 0 0
  -4 -79  -1.101  10.406 0 0 0
  -3 -79  -1.279  10.307 0 0 0
  -2 -79  -1.455  10.206 0 0 0
  -1 -79  -1.629  10.102 0 0 0
   0 -79  -1.801   9.995 0 0 0
   1 -79  -1.971   9.885 0 0 0
   2 -79  -2.140   9.772 0 0 0
   3 -79  -2.306   9.655 0 0 0
   4 -79  -2.471   9.536 0 0 0
   5 -79  -2.633   9.414 0 0 0
   6 -79  -2.793   9.290 0 0 0
   7 -79  -2.951   9.162 0 0 0
   8 -79  -3.107   9.032 0 0 0
   9 -79  -3.261   8.898 0 0 0
  10 -79  -3.412   8.762 0 0 0
  11 -79  -3.561   8.624 0 0 0
  12 -79  -3.708   8.482 0 0 0
  13 -79  -3.852   8.339 0 0 0
  14 -79  -3.994   8.192 0 0 0
  15 -79  -4.132   8.043 0 0 0
  16 -79  -4.269   7.892 0 0 0
  17 -79  -4.402   7.738 0 0 0
  18 -79  -4.534   7.582 0 0 0
  19 -79  -4.663   7.423 0 0 0
  20 -79  -4.789   7.263 0 0 0
  21 -79  -4.911   7.100 0 0 0
  22 -79  -5.032   6.935 0 0 0
  23 -79  -5.149   6.768 0 0 0
  24 -79  -5.264   6.599 0 0 0
  25 -79  -5.375   6.427 0 0 0
  26 -79  -5.484   6.254 0 0 0
  27 -79  -5.590   6.079 0 0 0
  28 -79  -5.692   5.902 0 0 0
  29 -79  -5.791   5.723 0 0 0
  30 -79  -5.888   5.542 0 0 0
  31 -79  -5.981   5.361 0 0 0
  32 -79  -6.072   5.177 0 0 0
  33 -79  -6.158   4.991 0 0 0
  34 -79  -6.242   4.804 0 0 0
  35 -79  -6.324   4.616 0 0 0
  36 -79  -6.401   4.426 0 0 0
  37 -79  -6.475   4.236 0 0 0
  38 -79  -6.546   4.043 0 0 0
  39 -79  -6.614   3.849 0 0 0
  40 -79  -6.678   3.654 0 0 0
  41 -79  -6.739   3.458 0 0 0
  42 -79  -6.796   3.262 0 0 0
  43 -79  -6.850   3.063 0 0 0
  44 -79  -6.901   2.864 0 0 0
  45 -79  -6.949   2.664 0 0 0
  46 -79  -6.993   2.464 0 0 0
  47 -79  -7.033   2.262 0 0 0
  48 -79  -7.070   2.061 0 0 0
  49 -79  -7.104   1.858 0 0 0
  50 -79  -7.134   1.655 0 0 0
  51 -79  -7.161   1.451 0 0 0
  52 -79  -7.184   1.247 0 0 0
  53 -79  -7.203   1.043 0 0 0
  54 -79  -7.220   0.837 0 0 0
  55 -79  -7.232   0.633 0 0 0
  56 -79  -7.241   0.427 0 0 0
  57 -79  -7.246   0.221 0 0 0
  58 -79  -7.249   0.016 0 0 0
  59 -79  -7.247  -0.190 0 0 0
  60 -79  -7.242  -0.395 0 0 0
  61 -79  -7.233  -0.601 0 0 0
  62 -79  -7.221  -0.805 0 0 0
  63 -79  -7.206  -1.010 0 0 0
  64 -79  -7.186  -1.216 0 0 0
  65 -79  -7.164  -1.419 0 0 0
  66 -79  -7.138  -1.623 0 0 0
  67 -79  -7.109  -1.826 0 0 0
  68 -79  -7.076  -2.029 0 0 0
  69 -79  -7.039  -2.232 0 0 0
  70 -79  -6.999  -2.433 0 0 0
  71 -79  -6.956  -2.634 0 0 0
  72 -79  -6.909  -2.834 0 0 0
  73 -79  -6.859  -3.032 0 0 0
  74 -79  -6.805  -3.230 0 0 0
  75 -79  -6.748  -3.428 0 0 0
  76 -79  -6.687  -3.624 0 0 0
  77 -79  -6.623  -3.819 0 0 0
  78 -79  -6.557  -4.013 0 0 0
  79 -79  -6.487  -4.205 0 0 0
  80 -79  -6.413  -4.397 0 0 0
  81 -79  -6.335  -4.587 0 0 0
  82 -79  -6.256  -4.776 0 0 0
  83 -79  -6.172  -4.963 0 0 0
  84 -79  -6.085  -5.149 0 0 0
  85 -79  -5.996  -5.332 0 0 0
  86 -79  -5.903  -5.515 0 0 0
  87 -79  -5.807  -5.695 0 0 0
  88 -79  -5.707  -5.875 0 0 0
  89 -79  -5.605  -6.052 0 0 0
  90 -79  -5.500  -6.227 0 0 0
  91 -79  -5.392  -6.401 0 0 0
  92 -79  -5.281  -6.572 0 0 0
  93 -79  -5.167  -6.742 0 0 0
  94 -79  -5.049  -6.909 0 0 0
  95 -79  -4.930  -7.075 0 0 0
  96 -79  -4.807  -7.238 0 0 0
  97 -79  -4.682  -7.399 0 0 0
  98 -79  -4.554  -7.558 0 0 0
  99 -79  -4.423  -7.714 0 0 0
 100 -79  -4.290  -7.868 0 0 0
 101 -79  -4.154  -8.020 0 0 0
 102 -79  -4.015  -8.169 0 0 0
 103 -79  -3.874  -8.316 0 0 0
 104 -79  -3.730  -8.460 0 0 0
 105 -79  -3.584  -8.602 0 0 0
 106 -79  -3.435  -8.741 0 0 0
 107 -79  -3.284  -8.877 0 0 0
 108 -79  -3.131  -9.011 0 0 0
 109 -79  -2.976  -9.142 0 0 0
 110 -79  -2.817  -9.271 0 0 0
 111 -79  -2.658  -9.396 0 0 0
 112 -79  -2.496  -9.518 0 0 0
 113 -79  -2.331  -9.638 0 0 0
 114 -79  -2.166  -9.754 0 0 0
 115 -79  -1.997  -9.868 0 0 0
 116 -79  -1.827  -9.979 0 0 0
 117 -79  -1.656 -10.087 0 0 0
 118 -79  -1.482 -10.190 0 0 0
 119 -79  -1.307 -10.292 0 0 0
 120 -79  -1.129 -10.390 0 0 0
